shocktest HL copies=var Audit=1yr Glitch=0 Shock=5yr len=var lifem=var seed21 
(impact=50,100pct len=var) 

Input data from  ../hl/data/GiantOutput_shock5yr_lenvar_00.txt 
Output analysis into  ../hl/tabs/shocktest_freq5yr_lenvar_seed21_analysis_20170320_00.txt 

analysis tables by  ./ShelfAnalyze.r 
and summarize script ./summ-shock.r 
 at  20170324_112942 EDT 

Summary losses (midmeans)
   shockfreq impact span maxlife lifem    c2      c3     c4    c5 c8 c1
44     50000     50    3   10000   500    20     4.9   0.00  0.00  0  0
45     50000     50    3   10000  1000  1829     2.5   0.00  0.00  0  0
46     50000     50    3   20000    10  3581   159.0   8.55  0.09  0  0
47     50000     50    3   20000    20   505   109.0   2.45  0.09  0  0
48     50000     50    3   20000    30  1238    73.1   0.36  0.00  0  0
49     50000     50    3   20000    50  1096    49.3   0.00  0.00  0  0
50     50000     50    3   20000   100  2818    14.4   0.00  0.00  0  0
51     50000     50    3   20000   200   956     8.1   0.00  0.00  0  0
52     50000     50    3   20000   300   944    10.6   0.00  0.00  0  0
53     50000     50    3   20000   500    20     3.0   0.00  0.00  0  0
54     50000     50    3   20000  1000  1828     1.4   0.00  0.00  0  0
55     50000    100    1   10000    10  1152   101.9   7.45  0.00  0  0
56     50000    100    1   10000    20   541    40.5   1.27  0.00  0  0
57     50000    100    1   10000    30   355    24.3   0.73  0.00  0  0
58     50000    100    1   10000    50   224    18.7   0.00  0.00  0  0
59     50000    100    1   10000   100   114     7.6   0.00  0.00  0  0
60     50000    100    1   10000   200    55     5.1   0.00  0.00  0  0
61     50000    100    1   10000   300    40     3.8   0.00  0.00  0  0
62     50000    100    1   10000   500    23     0.8   0.00  0.00  0  0
63     50000    100    1   10000  1000    12     0.4   0.00  0.00  0  0
64     50000    100    2   10000    10 10000   633.5  19.82  0.91  0  0
65     50000    100    2   10000    20 10000   236.6  21.09  0.00  0  0
66     50000    100    2   10000    30 10000   172.7   1.91  0.00  0  0
67     50000    100    2   10000    50 10000   142.2   0.36  0.00  0  0
68     50000    100    2   10000   100 10000    48.5   0.00  0.00  0  0
69     50000    100    2   10000   200 10000    32.9   0.00  0.00  0  0
70     50000    100    2   10000   300 10000    20.8   0.00  0.00  0  0
71     50000    100    2   10000   500 10000     9.6   0.00  0.00  0  0
72     50000    100    2   10000  1000 10000     6.5   0.00  0.00  0  0
73     50000    100    3   10000    10 10000 10000.0 403.45 16.55  0  0
74     50000    100    3   10000    20 10000 10000.0 157.73  3.09  0  0
75     50000    100    3   10000    30 10000 10000.0 132.36  1.55  0  0
76     50000    100    3   10000    50 10000 10000.0  85.64  0.64  0  0
77     50000    100    3   10000   100 10000 10000.0  38.09  0.09  0  0
78     50000    100    3   10000   200 10000 10000.0  18.18  0.00  0  0
79     50000    100    3   10000   300 10000 10000.0  14.36  0.00  0  0
80     50000    100    3   10000   500 10000 10000.0   7.64  0.00  0  0
81     50000    100    3   10000  1000 10000 10000.0   3.91  0.00  0  0

Percentage losses (midmeans)
   shockfreq impact span maxlife lifem     c2      c3     c4     c5 c8 c1
1      50000     50    1   10000    10   8.24   0.655 0.0473 0.0000  0  0
2      50000     50    1   10000    20   3.77   0.518 0.0073 0.0000  0  0
3      50000     50    1   10000    30   2.45   0.134 0.0009 0.0000  0  0
4      50000     50    1   10000    50   1.56   0.121 0.0000 0.0000  0  0
5      50000     50    1   10000   100   0.80   0.025 0.0000 0.0000  0  0
6      50000     50    1   10000   200   0.37   0.011 0.0000 0.0000  0  0
7      50000     50    1   10000   300   0.28   0.024 0.0000 0.0000  0  0
8      50000     50    1   10000   500   0.16   0.011 0.0000 0.0000  0  0
9      50000     50    1   10000  1000   0.09   0.002 0.0000 0.0000  0  0
10     50000     50    1   20000    10   8.51   1.823 0.0427 0.0000  0  0
11     50000     50    1   20000    20   3.63   0.238 0.0118 0.0000  0  0
12     50000     50    1   20000    30   2.73   0.126 0.0018 0.0000  0  0
13     50000     50    1   20000    50   1.48   0.130 0.0000 0.0000  0  0
14     50000     50    1   20000   100   0.83   0.023 0.0000 0.0000  0  0
15     50000     50    1   20000   200   0.39   0.000 0.0000 0.0000  0  0
16     50000     50    1   20000   300   0.28   0.017 0.0000 0.0000  0  0
17     50000     50    1   20000   500   0.16   0.006 0.0000 0.0000  0  0
18     50000     50    1   20000  1000   0.08   0.000 0.0000 0.0000  0  0
19     50000     50    2   10000    10  35.87   1.787 0.0664 0.0000  0  0
20     50000     50    2   10000    20   4.35   0.379 0.0082 0.0000  0  0
21     50000     50    2   10000    30   3.36   0.427 0.0027 0.0000  0  0
22     50000     50    2   10000    50  10.88   0.248 0.0000 0.0000  0  0
23     50000     50    2   10000   100  19.14   0.047 0.0000 0.0000  0  0
24     50000     50    2   10000   200   0.52   0.036 0.0000 0.0000  0  0
25     50000     50    2   10000   300   0.32   0.024 0.0000 0.0000  0  0
26     50000     50    2   10000   500   0.20   0.027 0.0000 0.0000  0  0
27     50000     50    2   10000  1000  18.29   0.008 0.0000 0.0000  0  0
28     50000     50    2   20000    10  35.81   2.072 0.0700 0.0009  0  0
29     50000     50    2   20000    20   5.05   0.668 0.0091 0.0000  0  0
30     50000     50    2   20000    30  12.38   0.333 0.0018 0.0000  0  0
31     50000     50    2   20000    50  10.96   0.130 0.0000 0.0000  0  0
32     50000     50    2   20000   100  28.18   0.025 0.0000 0.0000  0  0
33     50000     50    2   20000   200   9.56   0.040 0.0000 0.0000  0  0
34     50000     50    2   20000   300   9.44   0.015 0.0000 0.0000  0  0
35     50000     50    2   20000   500   0.20   0.013 0.0000 0.0000  0  0
36     50000     50    2   20000  1000  18.28   0.004 0.0000 0.0000  0  0
37     50000     50    3   10000    10  35.87   1.646 0.0818 0.0045  0  0
38     50000     50    3   10000    20   4.35   1.113 0.0227 0.0000  0  0
39     50000     50    3   10000    30   3.36   0.509 0.0027 0.0000  0  0
40     50000     50    3   10000    50  10.88   0.413 0.0009 0.0000  0  0
41     50000     50    3   10000   100  19.14   0.134 0.0000 0.0000  0  0
42     50000     50    3   10000   200   0.52   0.111 0.0000 0.0000  0  0
43     50000     50    3   10000   300   0.32   0.109 0.0000 0.0000  0  0
44     50000     50    3   10000   500   0.20   0.049 0.0000 0.0000  0  0
45     50000     50    3   10000  1000  18.29   0.025 0.0000 0.0000  0  0
46     50000     50    3   20000    10  35.81   1.590 0.0855 0.0009  0  0
47     50000     50    3   20000    20   5.05   1.090 0.0245 0.0009  0  0
48     50000     50    3   20000    30  12.38   0.731 0.0036 0.0000  0  0
49     50000     50    3   20000    50  10.96   0.493 0.0000 0.0000  0  0
50     50000     50    3   20000   100  28.18   0.144 0.0000 0.0000  0  0
51     50000     50    3   20000   200   9.56   0.081 0.0000 0.0000  0  0
52     50000     50    3   20000   300   9.44   0.106 0.0000 0.0000  0  0
53     50000     50    3   20000   500   0.20   0.030 0.0000 0.0000  0  0
54     50000     50    3   20000  1000  18.28   0.014 0.0000 0.0000  0  0
55     50000    100    1   10000    10  11.52   1.019 0.0745 0.0000  0  0
56     50000    100    1   10000    20   5.41   0.404 0.0127 0.0000  0  0
57     50000    100    1   10000    30   3.55   0.243 0.0073 0.0000  0  0
58     50000    100    1   10000    50   2.24   0.187 0.0000 0.0000  0  0
59     50000    100    1   10000   100   1.14   0.076 0.0000 0.0000  0  0
60     50000    100    1   10000   200   0.55   0.051 0.0000 0.0000  0  0
61     50000    100    1   10000   300   0.40   0.038 0.0000 0.0000  0  0
62     50000    100    1   10000   500   0.23   0.008 0.0000 0.0000  0  0
63     50000    100    1   10000  1000   0.12   0.004 0.0000 0.0000  0  0
64     50000    100    2   10000    10 100.00   6.335 0.1982 0.0091  0  0
65     50000    100    2   10000    20 100.00   2.366 0.2109 0.0000  0  0
66     50000    100    2   10000    30 100.00   1.727 0.0191 0.0000  0  0
67     50000    100    2   10000    50 100.00   1.422 0.0036 0.0000  0  0
68     50000    100    2   10000   100 100.00   0.485 0.0000 0.0000  0  0
69     50000    100    2   10000   200 100.00   0.329 0.0000 0.0000  0  0
70     50000    100    2   10000   300 100.00   0.208 0.0000 0.0000  0  0
71     50000    100    2   10000   500 100.00   0.096 0.0000 0.0000  0  0
72     50000    100    2   10000  1000 100.00   0.066 0.0000 0.0000  0  0
73     50000    100    3   10000    10 100.00 100.000 4.0345 0.1655  0  0
74     50000    100    3   10000    20 100.00 100.000 1.5773 0.0309  0  0
75     50000    100    3   10000    30 100.00 100.000 1.3236 0.0155  0  0
76     50000    100    3   10000    50 100.00 100.000 0.8564 0.0064  0  0
77     50000    100    3   10000   100 100.00 100.000 0.3809 0.0009  0  0
78     50000    100    3   10000   200 100.00 100.000 0.1818 0.0000  0  0
79     50000    100    3   10000   300 100.00 100.000 0.1436 0.0000  0  0
80     50000    100    3   10000   500 100.00 100.000 0.0764 0.0000  0  0
81     50000    100    3   10000  1000 100.00 100.000 0.0391 0.0000  0  0


